Ledningskonstruktion;Säkerhetsklass;Områdestyp;Stolptyp;Stolpmaterial;Ledningsmaterial;Ledningsisolering;Tvärsnittsarea;Spänningsnivå;Imax;Kostnadskod;Kommentar;
undergcbl;none;Tätort;none;none;Al;PEX;50;1;0;NG14521;1761;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;95;1;205;NG14724;1732;
undergcbl;none;Landsbygd;none;none;Al;PEX;95;1;205;NG14624;1732;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;240;24;340;NG14716;1538;
overh;none;Landsbygd svår mark;none;none;AlloyAl;undef;329;52;755;R-NR-LL-2-4;21014;
PAS;none;Tätort;none;none;AlloyAl;PE;59;24;305;NG11032;1046;
PAS;none;Landsbygd svår mark;none;none;ACSR;PE;62;12;259;NG11032;3057;
aercbl;none;Landsbygd svår mark;none;none;Cu;PEX;10;12;96;NG12201;3000;
overh;none;Landsbygd;none;none;ACSR;undef;25;24;100;NG11012;1025;
aercbl;none;Landsbygd svår mark;none;none;Al;PVC;35;0,4;105;NG12311;1103;
aercbl;none;Landsbygd svår mark;none;none;Cu;PVC;10;0,4;60;NG12311;1114;
undefined;none;Landsbygd svår mark;none;none;Cu;undef;300;0,4;0;NG14736;1198;
overh;none;Landsbygd svår mark;none;none;Cu;undef;16;0,4;120;NG12311;1132;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;95;0,4;152;NG14734;3700;
aercbl;none;Tätort;none;none;Cu;PVC;10;0,4;60;NG12311;1114;
overh;none;Landsbygd svår mark;none;none;AlloyAl;undef;49;0,4;150;NG12312;1146;
aercbl;none;Tätort;none;none;Cu;PVC;10;0,4;77;NG12311;1118;
overh;none;Landsbygd svår mark;none;none;AlloyAl;undef;31;0,4;125;NG12311;1145;
overh;none;Tätort;none;none;Cu;undef;16;0,4;120;NG12311;1132;
overh;none;Tätort;none;none;AlloyAl;undef;49;0,4;150;NG12312;1146;
overh;none;Tätort;none;none;Cu;undef;16;0,4;90;NG12311;1131;
overh;none;Landsbygd svår mark;none;none;AlloyAl;undef;99;0,4;600;NG12313;1149;
aercbl;none;Landsbygd;none;none;Al;PVC;10;0,4;46;NG12311;1100;
overh;none;Landsbygd svår mark;none;none;AlloyAl;undef;49;0,4;200;NG12312;1147;
overh;none;Tätort;none;none;AlloyAl;undef;62;0,4;420;NG12312;1148;
aercbl;none;Landsbygd;none;none;Cu;PVC;6;0,4;33;NG12311;1113;
aercbl;none;Landsbygd svår mark;none;none;Al;PVC;16;0,4;65;NG12311;1101;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;150;1;0;NG14725;1763;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;50;1;0;NG14723;1761;
undergcbl;none;Landsbygd svår mark;none;none;Al;PEX;240;2;0;NG14726;1764;
undefined;none;Landsbygd;none;none;undef;undef;100;0,4;654;NG12311;1105;
undefined;none;Landsbygd svår mark;none;none;undef;undef;100;0,4;654;NG12311;1105;
undergcbl;none;Landsbygd;none;none;Cu;paper;16;24;93;NG14612;1568,
undergcbl;none;Landsbygd;none;none;Al;PEX;70;2;155;NG14614;1256,
overh;none;Landsbygd;none;none;others;undef;16;2;25;NG11012;1254,
aercbl;none;Landsbygd;none;none;Al;PEX;70;2;155;NG12103;1260,
aercbl;none;Tätort;none;none;Al;PEX;70;2;155;NG12103;1260,
undergcbl;none;Tätort;none;none;Al;PEX;70;2;155;NG14514;1256,
overh;none;Landsbygd;none;none;AlloyAl;other;19;0,4;100;NG12311;1143,
aercbl;none;Landsbygd;none;none;Cu;PVC;16;0,4;83;NG14632;1119,
aercbl;none;Tätort;none;none;Cu;PVC;16;0,4;83;NG14532;1119,
